region,date,water_pixels,water_area_km2,absolute_ice_area_km2,relative_ice_area_km2,absolute_coverage_percent,relative_coverage_percent,missing_pixels
Foxe Basin,1979-02-15,341,213125.0,213125.0,201837.5,100.0,94.70381231671554,0
Gulf of Boothia,1979-02-15,164,102500.0,102500.0,97657.5,100.0,95.27560975609757,0
Hudson Bay,1979-02-15,1475,921875.0,920000.0,904637.5,99.79661016949152,98.13016949152542,0
Hudson Bay Area,1979-02-15,2285,1428125.0,1426250.0,1375875.0,99.86870897155362,96.34135667396062,0
Hudson Strait,1979-02-15,305,190625.0,190625.0,171742.5,100.0,90.0944262295082,0
Foxe Basin,1979-02-17,341,213125.0,213125.0,199645.0,100.0,93.675073313783,0
Gulf of Boothia,1979-02-17,164,102500.0,102500.0,98097.5,100.0,95.70487804878049,0
Hudson Bay,1979-02-17,1475,921875.0,920000.0,902730.0,99.79661016949152,97.92325423728812,0
Hudson Bay Area,1979-02-17,2285,1428125.0,1426250.0,1371727.5,99.86870897155362,96.0509409190372,0
Hudson Strait,1979-02-17,305,190625.0,190625.0,171255.0,100.0,89.83868852459017,0
Foxe Basin,1979-02-19,341,213125.0,213125.0,202580.0,100.0,95.05219941348972,0
Gulf of Boothia,1979-02-19,164,102500.0,102500.0,97477.5,100.0,95.1,0
Hudson Bay,1979-02-19,1475,921875.0,920000.0,906652.5,99.79661016949152,98.34874576271186,0
Hudson Bay Area,1979-02-19,2285,1428125.0,1426250.0,1378260.0,99.86870897155362,96.50835886214442,0
Hudson Strait,1979-02-19,305,190625.0,190625.0,171550.0,100.0,89.99344262295082,0
Foxe Basin,1979-02-21,341,213125.0,213125.0,203277.50000000003,100.0,95.37947214076247,0
Gulf of Boothia,1979-02-21,164,102500.0,102500.0,98215.0,100.0,95.81951219512194,0
Hudson Bay,1979-02-21,1475,921875.0,920000.0,906745.0,99.79661016949152,98.35877966101695,0
Hudson Bay Area,1979-02-21,2285,1428125.0,1426250.0,1380810.0,99.86870897155362,96.6869146608315,0
Hudson Strait,1979-02-21,305,190625.0,190625.0,172572.5,100.0,90.52983606557378,0
Foxe Basin,1979-02-23,341,213125.0,213125.0,204340.0,100.0,95.87800586510264,0
Gulf of Boothia,1979-02-23,164,102500.0,102500.0,97802.5,100.0,95.41707317073173,0
Hudson Bay,1979-02-23,1475,921875.0,920000.0,907512.5,99.79661016949152,98.44203389830508,0
Hudson Bay Area,1979-02-23,2285,1428125.0,1426250.0,1386362.5,99.86870897155362,97.07571115973742,0
Hudson Strait,1979-02-23,305,190625.0,190625.0,176707.50000000003,100.0,92.69901639344263,0
Foxe Basin,1979-02-25,341,213125.0,213125.0,202582.5,100.0,95.0533724340176,0
Gulf of Boothia,1979-02-25,164,102500.0,102500.0,97317.5,100.0,94.94390243902438,0
Hudson Bay,1979-02-25,1475,921875.0,920000.0,894482.5,99.79661016949152,97.02861016949151,0
Hudson Bay Area,1979-02-25,2285,1428125.0,1426250.0,1367737.5,99.86870897155362,95.77155361050328,0
Hudson Strait,1979-02-25,305,190625.0,190625.0,173355.0,100.0,90.94032786885246,0
Foxe Basin,1979-02-27,341,213125.0,213125.0,201367.5,100.0,94.483284457478,0
Gulf of Boothia,1979-02-27,164,102500.0,102500.0,98085.0,100.0,95.69268292682926,0
Hudson Bay,1979-02-27,1475,921875.0,920000.0,882275.0000000001,99.79661016949152,95.70440677966104,0
Hudson Bay Area,1979-02-27,2285,1428125.0,1426250.0,1355230.0,99.86870897155362,94.89575492341356,0
Hudson Strait,1979-02-27,305,190625.0,190625.0,173502.5,100.0,91.0177049180328,0
Foxe Basin,1979-03-01,341,213125.0,213125.0,200585.0,100.0,94.11612903225806,0
Gulf of Boothia,1979-03-01,164,102500.0,102500.0,98820.0,100.0,96.40975609756096,0
Hudson Bay,1979-03-01,1475,921875.0,920000.0,883850.0,99.79661016949152,95.87525423728812,0
Hudson Bay Area,1979-03-01,2285,1428125.0,1426250.0,1356295.0,99.86870897155362,94.97032822757112,0
Hudson Strait,1979-03-01,305,190625.0,190625.0,173039.99999999997,100.0,90.7750819672131,0
Foxe Basin,1979-03-03,341,213125.0,213125.0,202555.0,100.0,95.04046920821116,0
Gulf of Boothia,1979-03-03,164,102500.0,102500.0,99517.5,100.0,97.09024390243904,0
Hudson Bay,1979-03-03,1475,921875.0,920000.0,885332.5,99.79661016949152,96.03606779661015,0
Hudson Bay Area,1979-03-03,2285,1428125.0,1426250.0,1360637.5,99.86870897155362,95.27439824945296,0
Hudson Strait,1979-03-03,305,190625.0,190625.0,173232.50000000003,100.0,90.87606557377052,0
Foxe Basin,1979-03-05,341,213125.0,213125.0,202370.0,100.0,94.95366568914956,0
Gulf of Boothia,1979-03-05,164,102500.0,102500.0,98452.5,100.0,96.05121951219512,0
Hudson Bay,1979-03-05,1475,921875.0,920000.0,885530.0,99.79661016949152,96.05749152542371,0
Hudson Bay Area,1979-03-05,2285,1428125.0,1426250.0,1359195.0,99.86870897155362,95.17339168490152,0
Hudson Strait,1979-03-05,305,190625.0,190625.0,172842.5,100.0,90.67147540983606,0
Foxe Basin,1979-03-07,341,213125.0,213125.0,200885.0,100.0,94.25689149560117,0
Gulf of Boothia,1979-03-07,164,102500.0,102500.0,97207.5,100.0,94.83658536585368,0
Hudson Bay,1979-03-07,1475,921875.0,920000.0,890097.5,99.79661016949152,96.55294915254235,0
Hudson Bay Area,1979-03-07,2285,1428125.0,1426250.0,1366947.5,99.86870897155362,95.7162363238512,0
Hudson Strait,1979-03-07,305,190625.0,190625.0,178757.5,100.0,93.7744262295082,0
Foxe Basin,1979-03-09,341,213125.0,213125.0,203605.0,100.0,95.533137829912,0
Gulf of Boothia,1979-03-09,164,102500.0,102500.0,98167.5,100.0,95.77317073170734,0
Hudson Bay,1979-03-09,1475,921875.0,920000.0,895757.5,99.79661016949152,97.16691525423728,0
Hudson Bay Area,1979-03-09,2285,1428125.0,1426250.0,1379805.0,99.86870897155362,96.61654266958423,0
Hudson Strait,1979-03-09,305,190625.0,190625.0,182275.0,100.0,95.61967213114754,0
Foxe Basin,1979-03-11,341,213125.0,213125.0,204487.5,100.0,95.94721407624634,0
Gulf of Boothia,1979-03-11,164,102500.0,102500.0,98015.0,100.0,95.62439024390244,0
Hudson Bay,1979-03-11,1475,921875.0,920000.0,893385.0,99.79661016949152,96.9095593220339,0
Hudson Bay Area,1979-03-11,2285,1428125.0,1426250.0,1378132.5,99.86870897155362,96.49943107221009,0
Hudson Strait,1979-03-11,305,190625.0,190625.0,182245.0,100.0,95.60393442622951,0
Foxe Basin,1979-03-13,341,213125.0,213125.0,202840.0,100.0,95.1741935483871,0
Gulf of Boothia,1979-03-13,164,102500.0,102500.0,98462.5,100.0,96.0609756097561,0
Hudson Bay,1979-03-13,1475,921875.0,920000.0,884352.5,99.79661016949152,95.9297627118644,0
Hudson Bay Area,1979-03-13,2285,1428125.0,1426250.0,1363545.0,99.86870897155362,95.47798687089715,0
Hudson Strait,1979-03-13,305,190625.0,190625.0,177890.00000000003,100.0,93.3193442622951,0
Foxe Basin,1979-03-15,341,213125.0,213125.0,203670.0,100.0,95.56363636363636,0
Gulf of Boothia,1979-03-15,164,102500.0,102500.0,98650.0,100.0,96.2439024390244,0
Hudson Bay,1979-03-15,1475,921875.0,920000.0,867810.0000000001,99.79661016949152,94.13532203389832,0
Hudson Bay Area,1979-03-15,2285,1428125.0,1426250.0,1347062.5,99.86870897155362,94.32385120350108,0
Hudson Strait,1979-03-15,305,190625.0,190625.0,176932.5,100.0,92.81704918032788,0
Foxe Basin,1979-03-17,341,213125.0,213125.0,204655.0,100.0,96.02580645161292,0
Gulf of Boothia,1979-03-17,164,102500.0,102500.0,98965.0,100.0,96.55121951219512,0
Hudson Bay,1979-03-17,1475,921875.0,920000.0,870667.5,99.79661016949152,94.44528813559322,0
Hudson Bay Area,1979-03-17,2285,1428125.0,1426250.0,1351757.5,99.86870897155362,94.65260393873083,0
Hudson Strait,1979-03-17,305,190625.0,190625.0,177470.0,100.0,93.09901639344262,0
Foxe Basin,1979-03-19,341,213125.0,213125.0,207577.50000000003,100.0,97.39706744868036,0
Gulf of Boothia,1979-03-19,164,102500.0,102500.0,99432.5,100.0,97.00731707317075,0
Hudson Bay,1979-03-19,1475,921875.0,920000.0,861365.0,99.79661016949152,93.43620338983052,0
Hudson Bay Area,1979-03-19,2285,1428125.0,1426250.0,1345565.0,99.86870897155362,94.21899343544858,0
Hudson Strait,1979-03-19,305,190625.0,190625.0,177190.0,100.0,92.95213114754098,0
Foxe Basin,1979-03-21,341,213125.0,213125.0,208105.0,100.0,97.64457478005863,0
Gulf of Boothia,1979-03-21,164,102500.0,102500.0,99557.5,100.0,97.12926829268292,0
Hudson Bay,1979-03-21,1475,921875.0,920000.0,843172.5,99.79661016949152,91.46277966101697,0
Hudson Bay Area,1979-03-21,2285,1428125.0,1426250.0,1329005.0,99.86870897155362,93.05943107221006,0
Hudson Strait,1979-03-21,305,190625.0,190625.0,178170.0,100.0,93.46622950819672,0
Foxe Basin,1979-03-23,341,213125.0,213125.0,206447.5,100.0,96.86686217008796,0
Gulf of Boothia,1979-03-23,164,102500.0,102500.0,98742.5,100.0,96.3341463414634,0
Hudson Bay,1979-03-23,1475,921875.0,920000.0,797907.5,99.79661016949152,86.5526779661017,0
Hudson Bay Area,1979-03-23,2285,1428125.0,1426250.0,1276652.5,99.86870897155362,89.39361050328228,0
Hudson Strait,1979-03-23,305,190625.0,190625.0,173555.0,100.0,91.04524590163936,0
Foxe Basin,1979-03-25,341,213125.0,213125.0,206975.00000000003,100.0,97.1143695014663,0
Gulf of Boothia,1979-03-25,164,102500.0,102500.0,98447.5,100.0,96.04634146341463,0
Hudson Bay,1979-03-25,1475,921875.0,920000.0,795500.0,99.79661016949152,86.29152542372881,0
Hudson Bay Area,1979-03-25,2285,1428125.0,1426250.0,1278602.5,99.86870897155362,89.53015317286652,0
Hudson Strait,1979-03-25,305,190625.0,190625.0,177680.0,100.0,93.20918032786884,0
Foxe Basin,1979-03-27,341,213125.0,213125.0,205885.0,100.0,96.60293255131964,0
Gulf of Boothia,1979-03-27,164,102500.0,102500.0,99052.5,100.0,96.63658536585366,0
Hudson Bay,1979-03-27,1475,921875.0,920000.0,798322.5,99.79661016949152,86.59769491525424,0
Hudson Bay Area,1979-03-27,2285,1428125.0,1426250.0,1278392.5,99.86870897155362,89.51544857768053,0
Hudson Strait,1979-03-27,305,190625.0,190625.0,175132.5,100.0,91.8727868852459,0
Foxe Basin,1979-03-29,341,213125.0,213125.0,206602.5,100.0,96.93958944281523,0
Gulf of Boothia,1979-03-29,164,102500.0,102500.0,99672.5,100.0,97.24146341463414,0
Hudson Bay,1979-03-29,1475,921875.0,920000.0,817432.5,99.79661016949152,88.67064406779662,0
Hudson Bay Area,1979-03-29,2285,1428125.0,1426250.0,1297157.5000000002,99.86870897155362,90.82940919037202,0
Hudson Strait,1979-03-29,305,190625.0,190625.0,173450.0,100.0,90.99016393442623,0
Foxe Basin,1979-03-31,341,213125.0,213125.0,207722.5,100.0,97.4651026392962,0
Gulf of Boothia,1979-03-31,164,102500.0,102500.0,99000.0,100.0,96.58536585365852,0
Hudson Bay,1979-03-31,1475,921875.0,920000.0,817460.0,99.79661016949152,88.67362711864406,0
Hudson Bay Area,1979-03-31,2285,1428125.0,1426250.0,1296827.5,99.86870897155362,90.80630196936542,0
Hudson Strait,1979-03-31,305,190625.0,190625.0,172645.00000000003,100.0,90.56786885245904,0
Foxe Basin,1979-04-02,341,213125.0,213125.0,205282.5,100.0,96.32023460410556,0
Gulf of Boothia,1979-04-02,164,102500.0,102500.0,99117.5,100.0,96.7,0
Hudson Bay,1979-04-02,1475,921875.0,920000.0,821992.5000000001,99.79661016949152,89.16528813559323,0
Hudson Bay Area,1979-04-02,2285,1428125.0,1426250.0,1298334.9999999998,99.86870897155362,90.9118599562363,0
Hudson Strait,1979-04-02,305,190625.0,190625.0,171942.5,100.0,90.19934426229509,0
Foxe Basin,1979-04-04,341,213125.0,213125.0,205070.0,100.0,96.22052785923754,0
Gulf of Boothia,1979-04-04,164,102500.0,102500.0,98670.0,100.0,96.26341463414636,0
Hudson Bay,1979-04-04,1475,921875.0,920000.0,818020.0000000001,99.79661016949152,88.73437288135595,0
Hudson Bay Area,1979-04-04,2285,1428125.0,1426250.0,1296752.5,99.86870897155362,90.80105032822756,0
Hudson Strait,1979-04-04,305,190625.0,190625.0,174992.5,100.0,91.79934426229508,0
Foxe Basin,1979-04-06,341,213125.0,213125.0,207082.5,100.0,97.16480938416424,0
Gulf of Boothia,1979-04-06,164,102500.0,102500.0,98210.0,100.0,95.81463414634146,0
Hudson Bay,1979-04-06,1475,921875.0,920000.0,831880.0,99.79661016949152,90.23783050847456,0
Hudson Bay Area,1979-04-06,2285,1428125.0,1426250.0,1310840.0,99.86870897155362,91.78748358862144,0
Hudson Strait,1979-04-06,305,190625.0,190625.0,173667.5,100.0,91.10426229508197,0
Foxe Basin,1979-04-08,341,213125.0,213125.0,208705.0,100.0,97.92609970674486,0
Gulf of Boothia,1979-04-08,164,102500.0,102500.0,100135.0,100.0,97.69268292682926,0
Hudson Bay,1979-04-08,1475,921875.0,920000.0,846055.0000000001,99.79661016949152,91.77545762711866,0
Hudson Bay Area,1979-04-08,2285,1428125.0,1426250.0,1335652.5,99.86870897155362,93.52490153172866,0
Hudson Strait,1979-04-08,305,190625.0,190625.0,180757.5,100.0,94.82360655737703,0
Foxe Basin,1979-04-10,341,213125.0,213125.0,204362.5,100.0,95.88856304985336,0
Gulf of Boothia,1979-04-10,164,102500.0,102500.0,99860.0,100.0,97.42439024390244,0
Hudson Bay,1979-04-10,1475,921875.0,920000.0,845057.5000000001,99.79661016949152,91.66725423728816,0
Hudson Bay Area,1979-04-10,2285,1428125.0,1426250.0,1313545.0,99.86870897155362,91.97689277899345,0
Hudson Strait,1979-04-10,305,190625.0,190625.0,164265.0,100.0,86.17180327868853,0
Foxe Basin,1979-04-12,341,213125.0,213125.0,206545.0,100.0,96.91260997067448,0
Gulf of Boothia,1979-04-12,164,102500.0,102500.0,101145.0,100.0,98.6780487804878,0
Hudson Bay,1979-04-12,1475,921875.0,920000.0,857150.0,99.79661016949152,92.97898305084746,0
Hudson Bay Area,1979-04-12,2285,1428125.0,1426250.0,1326152.5,99.86870897155362,92.85969365426696,0
Hudson Strait,1979-04-12,305,190625.0,190625.0,161312.5,100.0,84.62295081967213,0
Foxe Basin,1979-04-14,341,213125.0,213125.0,207635.0,100.0,97.42404692082113,0
Gulf of Boothia,1979-04-14,164,102500.0,102500.0,100630.0,100.0,98.17560975609756,0
Hudson Bay,1979-04-14,1475,921875.0,920000.0,841177.5,99.79661016949152,91.24637288135594,0
Hudson Bay Area,1979-04-14,2285,1428125.0,1426250.0,1313792.5000000002,99.86870897155362,91.9942231947484,0
Hudson Strait,1979-04-14,305,190625.0,190625.0,164350.0,100.0,86.21639344262294,0
Foxe Basin,1979-04-16,341,213125.0,213125.0,209040.0,100.0,98.083284457478,0
Gulf of Boothia,1979-04-16,164,102500.0,102500.0,100840.0,100.0,98.38048780487804,0
Hudson Bay,1979-04-16,1475,921875.0,920000.0,817847.5,99.79661016949152,88.71566101694916,0
Hudson Bay Area,1979-04-16,2285,1428125.0,1426250.0,1290237.5,99.86870897155362,90.34485776805252,0
Hudson Strait,1979-04-16,305,190625.0,190625.0,162510.0,100.0,85.25114754098361,0
Foxe Basin,1979-04-18,341,213125.0,213125.0,210155.0,100.0,98.60645161290324,0
Gulf of Boothia,1979-04-18,164,102500.0,102500.0,101217.5,100.0,98.74878048780488,0
Hudson Bay,1979-04-18,1475,921875.0,920000.0,824860.0,99.79661016949152,89.47633898305085,0
Hudson Bay Area,1979-04-18,2285,1428125.0,1426250.0,1301092.5,99.86870897155362,91.10494529540482,0
Hudson Strait,1979-04-18,305,190625.0,190625.0,164860.0,100.0,86.48393442622951,0
Foxe Basin,1979-04-20,341,213125.0,213125.0,208542.5,100.0,97.849853372434,0
Gulf of Boothia,1979-04-20,164,102500.0,102500.0,100240.0,100.0,97.7951219512195,0
Hudson Bay,1979-04-20,1475,921875.0,920000.0,805740.0,99.79661016949152,87.40230508474576,0
Hudson Bay Area,1979-04-20,2285,1428125.0,1426250.0,1278590.0,99.86870897155362,89.52927789934354,0
Hudson Strait,1979-04-20,305,190625.0,190625.0,164067.5,100.0,86.06819672131148,0
Foxe Basin,1979-04-22,341,213125.0,213125.0,206237.5,100.0,96.7683284457478,0
Gulf of Boothia,1979-04-22,164,102500.0,102500.0,100245.0,100.0,97.8,0
Hudson Bay,1979-04-22,1475,921875.0,920000.0,785047.5,99.79661016949152,85.15769491525424,0
Hudson Bay Area,1979-04-22,2285,1428125.0,1426250.0,1253040.0,99.86870897155362,87.74021881838074,0
Hudson Strait,1979-04-22,305,190625.0,190625.0,161510.0,100.0,84.72655737704918,0
Foxe Basin,1979-04-24,341,213125.0,213125.0,206215.0,100.0,96.75777126099706,0
Gulf of Boothia,1979-04-24,164,102500.0,102500.0,98757.5,100.0,96.34878048780487,0
Hudson Bay,1979-04-24,1475,921875.0,920000.0,792620.0,99.79661016949152,85.9791186440678,0
Hudson Bay Area,1979-04-24,2285,1428125.0,1426250.0,1259830.0,99.86870897155362,88.21566739606126,0
Hudson Strait,1979-04-24,305,190625.0,190625.0,162237.5,100.0,85.10819672131147,0
Foxe Basin,1979-04-26,341,213125.0,213125.0,206515.0,100.0,96.89853372434018,0
Gulf of Boothia,1979-04-26,164,102500.0,102500.0,99222.5,100.0,96.80243902439024,0
Hudson Bay,1979-04-26,1475,921875.0,920000.0,787295.0,99.79661016949152,85.40149152542372,0
Hudson Bay Area,1979-04-26,2285,1428125.0,1426250.0,1254842.5,99.86870897155362,87.86643326039388,0
Hudson Strait,1979-04-26,305,190625.0,190625.0,161810.0,100.0,84.8839344262295,0
Foxe Basin,1979-04-28,341,213125.0,213125.0,204160.0,100.0,95.79354838709678,0
Gulf of Boothia,1979-04-28,164,102500.0,102500.0,98975.0,100.0,96.56097560975611,0
Hudson Bay,1979-04-28,1475,921875.0,920000.0,807380.0,99.79661016949152,87.58020338983052,0
Hudson Bay Area,1979-04-28,2285,1428125.0,1426250.0,1271990.0,99.86870897155362,89.06713347921226,0
Hudson Strait,1979-04-28,305,190625.0,190625.0,161475.0,100.0,84.70819672131148,0
Foxe Basin,1979-04-30,341,213125.0,213125.0,208210.00000000003,100.0,97.69384164222876,0
Gulf of Boothia,1979-04-30,164,102500.0,102500.0,99500.0,100.0,97.07317073170732,0
Hudson Bay,1979-04-30,1475,921875.0,920000.0,812995.0,99.79661016949152,88.18928813559322,0
Hudson Bay Area,1979-04-30,2285,1428125.0,1426250.0,1280550.0,99.86870897155362,89.66652078774617,0
Hudson Strait,1979-04-30,305,190625.0,190625.0,159845.0,100.0,83.85311475409836,0
Foxe Basin,1979-05-02,341,213125.0,213125.0,207600.00000000003,100.0,97.4076246334311,0
Gulf of Boothia,1979-05-02,164,102500.0,102500.0,99855.0,100.0,97.41951219512195,0
Hudson Bay,1979-05-02,1475,921875.0,920000.0,821830.0000000001,99.79661016949152,89.14766101694917,0
Hudson Bay Area,1979-05-02,2285,1428125.0,1426250.0,1290575.0,99.86870897155362,90.36849015317289,0
Hudson Strait,1979-05-02,305,190625.0,190625.0,161290.0,100.0,84.61114754098361,0
Foxe Basin,1979-05-04,341,213125.0,213125.0,208870.0,100.0,98.00351906158356,0
Gulf of Boothia,1979-05-04,164,102500.0,102500.0,100002.5,100.0,97.56341463414634,0
Hudson Bay,1979-05-04,1475,921875.0,919375.0,811770.0000000001,99.72881355932203,88.05640677966103,0
Hudson Bay Area,1979-05-04,2285,1428125.0,1425625.0,1284967.5,99.82494529540482,89.97584245076587,0
Hudson Strait,1979-05-04,305,190625.0,190625.0,164325.0,100.0,86.20327868852459,0
Foxe Basin,1979-05-06,341,213125.0,213125.0,200430.0,100.0,94.0434017595308,0
Gulf of Boothia,1979-05-06,164,102500.0,102500.0,99622.5,100.0,97.19268292682924,0
Hudson Bay,1979-05-06,1475,921875.0,920000.0,798595.0,99.79661016949152,86.62725423728814,0
Hudson Bay Area,1979-05-06,2285,1428125.0,1425625.0,1258387.5,99.82494529540482,88.11466083150985,0
Hudson Strait,1979-05-06,305,190625.0,190000.0,159740.0,99.67213114754098,83.79803278688524,0
Foxe Basin,1979-05-08,341,213125.0,213125.0,201280.0,100.0,94.44222873900291,0
Gulf of Boothia,1979-05-08,164,102500.0,102500.0,101062.5,100.0,98.59756097560977,0
Hudson Bay,1979-05-08,1475,921875.0,920000.0,802957.5,99.79661016949152,87.10047457627118,0
Hudson Bay Area,1979-05-08,2285,1428125.0,1426250.0,1274892.5,99.86870897155362,89.27037199124726,0
Hudson Strait,1979-05-08,305,190625.0,190625.0,169592.5,100.0,88.96655737704918,0
Foxe Basin,1979-05-10,341,213125.0,213125.0,199355.0,100.0,93.53900293255133,0
Gulf of Boothia,1979-05-10,164,102500.0,102500.0,100970.0,100.0,98.50731707317073,0
Hudson Bay,1979-05-10,1475,921875.0,920000.0,781280.0,99.79661016949152,84.74901694915255,0
Hudson Bay Area,1979-05-10,2285,1428125.0,1426250.0,1233450.0,99.86870897155362,86.36849015317287,0
Hudson Strait,1979-05-10,305,190625.0,190625.0,151845.0,100.0,79.65639344262296,0
Foxe Basin,1979-05-12,341,213125.0,213125.0,196345.0,100.0,92.1266862170088,0
Gulf of Boothia,1979-05-12,164,102500.0,102500.0,100702.5,100.0,98.24634146341464,0
Hudson Bay,1979-05-12,1475,921875.0,917500.0,773965.0,99.52542372881356,83.95552542372882,0
Hudson Bay Area,1979-05-12,2285,1428125.0,1423125.0,1237605.0,99.64989059080963,86.65943107221007,0
Hudson Strait,1979-05-12,305,190625.0,190000.0,166592.5,99.67213114754098,87.3927868852459,0
Foxe Basin,1979-05-14,341,213125.0,213125.0,196370.0,100.0,92.1384164222874,0
Gulf of Boothia,1979-05-14,164,102500.0,102500.0,100837.5,100.0,98.3780487804878,0
Hudson Bay,1979-05-14,1475,921875.0,919375.0,792740.0,99.72881355932203,85.99213559322034,0
Hudson Bay Area,1979-05-14,2285,1428125.0,1421250.0,1244975.0,99.51859956236324,87.17549234135667,0
Hudson Strait,1979-05-14,305,190625.0,186250.0,155027.5,97.70491803278688,81.32590163934427,0
Foxe Basin,1979-05-16,341,213125.0,213125.0,198655.0,100.0,93.21055718475073,0
Gulf of Boothia,1979-05-16,164,102500.0,102500.0,100402.5,100.0,97.95365853658537,0
Hudson Bay,1979-05-16,1475,921875.0,919375.0,795855.0,99.72881355932203,86.33003389830509,0
Hudson Bay Area,1979-05-16,2285,1428125.0,1425625.0,1263477.5,99.82494529540482,88.47107221006564,0
Hudson Strait,1979-05-16,305,190625.0,190625.0,168565.0,100.0,88.42754098360656,0
